SystemPath,SystemName,SystemType,Equipment Type,Equipment ID,Manufacturer,Serial Number,National Board Number,Model Number,Year Built,Name Plate,U-1 Form,PSM Covered,Code Stamp,PID Drawing,PFD,PID Number,PFD Number,Shutdown Level,Criticality,Equipment Description,Code,CML Locations.CML,CML Locations.CML Location,CML Locations.Component Type,CML Locations.Component,CML Locations.Outside Diameter,CML Locations.Nominal Thickness,CML Locations.Corrosion Allowance,CML Locations.T-min,CML Locations.Material Spec,CML Locations.Material Grade,CML Locations.CML Pressure,CML Locations.CML Temperature,CML Locations.CML Joint Efficiency,CML Locations.CML Access,CML Locations.Insulation,CML Locations.CML Installed On,CML Locations.CML Status,CML Locations.NDE Type
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),1.03,East,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),2.01,Top,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),2.02,East,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),2.03,Bottom,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),2.04,West,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),3.01,North,Piping,Straight Pipe,1.05,0.308,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),3.02,East,Piping,Straight Pipe,1.05,0.308,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),3.03,South,Piping,Straight Pipe,1.05,0.308,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),3.04,West,Piping,Straight Pipe,1.05,0.308,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),4.01,Top,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),4.02,East,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),4.03,Bottom,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),4.04,West,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),5.01,Top,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),5.02,East,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),5.03,Bottom,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),5.04,West,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),6.01,Top,Piping,Straight Pipe,2.375,0.218,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),6.02,North,Piping,Straight Pipe,2.375,0.218,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),6.03,Bottom,Piping,Straight Pipe,2.375,0.218,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),6.04,South,Piping,Straight Pipe,2.375,0.218,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),7.01,Top,Piping,Reducer,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),7.02,East,Piping,Reducer,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),7.03,Bottom,Piping,Reducer,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),7.04,West,Piping,Reducer,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),8.01,Top,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),8.02,East,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),8.03,Bottom,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),8.04,West,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),9.01,Inside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),9.02,Outside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),9.03,West,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),10.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),10.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),10.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),10.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),11.01,Inside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),11.02,Outside Radius,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),11.03,North,Piping,Elbow,16,0.844,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),12.01,Top,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),12.02,North,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),12.03,Bottom,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),12.04,South,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),13.01,North,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),13.02,East,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),13.03,South,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),13.04,West,Piping,Straight Pipe,16,0.844,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),14.01,Inside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),14.02,Outside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),14.03,North,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),15.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),15.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),15.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),15.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),16.01,Top,Piping,Straight Pipe,8.625,0.5,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),16.02,East,Piping,Straight Pipe,8.625,0.5,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),16.03,Bottom,Piping,Straight Pipe,8.625,0.5,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),16.04,West,Piping,Straight Pipe,8.625,0.5,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),17.01,Inside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),17.02,Outside Radius,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),17.03,North,Piping,Elbow,12.75,0.688,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),18.01,North,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),18.02,East,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),18.03,South,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),18.04,West,Piping,Straight Pipe,1.05,0.219,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),19.01,Inside Radius,Piping,Elbow,8.625,0.5,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),19.02,Outside Radius,Piping,Elbow,8.625,0.5,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-008,RES-008,Process Piping,,RES-008,,,,,2025,,,Yes,,Yes,No,"K1GP-PID-1042, 1043",,,,PCV-8004 TO PV-1111/PV-1112,2014 B31.3 (Carbon Steel),19.03,Bottom,Piping,Elbow,8.625,0.5,0,,A234,WPB,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-009,RES-009,Process Piping,,RES-009,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1043,,,,PV-111 TO EL PASO PIPELINE,2014 B31.3 (Carbon Steel),1.01,Top,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-009,RES-009,Process Piping,,RES-009,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1043,,,,PV-111 TO EL PASO PIPELINE,2014 B31.3 (Carbon Steel),1.02,North,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-009,RES-009,Process Piping,,RES-009,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1043,,,,PV-111 TO EL PASO PIPELINE,2014 B31.3 (Carbon Steel),1.03,Bottom,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-009,RES-009,Process Piping,,RES-009,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1043,,,,PV-111 TO EL PASO PIPELINE,2014 B31.3 (Carbon Steel),1.04,South,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
XCEL > Kinetik > Kings Landing > Unit > Piping > RES-009,RES-009,Process Piping,,RES-009,,,,,2025,,,Yes,,Yes,No,K1GP-PID-1043,,,,PV-111 TO EL PASO PIPELINE,2014 B31.3 (Carbon Steel),2.01,Top,Piping,Straight Pipe,12.75,0.688,0,,A106,B,1480,100,1.0,Ground,No,01/01/2025,Active,UT
